time (us), GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course
464241636, 15, 29.8131883, -95.7826888, 424, 21.20, 255.5
464441672, 15, 29.8131806, -95.7827306, 428, 20.38, 258.5
464641804, 15, 29.8131735, -95.7827717, 433, 20.38, 258.5
464872634, 15, 29.8131665, -95.7828122, 438, 19.83, 259.0
465042682, 15, 29.8131603, -95.7828521, 445, 19.83, 259.0
465242701, 15, 29.8131546, -95.7828920, 455, 19.41, 259.7
465452885, 15, 29.8131488, -95.7829325, 470, 20.02, 260.0
465643385, 15, 29.8131442, -95.7829742, 491, 20.02, 260.0
465864428, 15, 29.8131413, -95.7830154, 512, 20.36, 264.4
466045259, 15, 29.8131379, -95.7830538, 525, 18.07, 262.3
466245950, 15, 29.8131341, -95.7830893, 530, 17.06, 262.7
466447134, 15, 29.8131300, -95.7831238, 532, 16.79, 260.8
466647635, 15, 29.8131265, -95.7831574, 531, 16.09, 265.7
466867805, 15, 29.8131235, -95.7831902, 531, 15.50, 262.9
467038423, 15, 29.8131205, -95.7832219, 534, 14.82, 264.6
467239384, 15, 29.8131147, -95.7832528, 536, 14.82, 264.6
467440012, 15, 29.8131072, -95.7832831, 533, 15.51, 253.0
467640884, 15, 29.8131046, -95.7833122, 527, 15.01, 255.3
467861509, 15, 29.8131036, -95.7833406, 520, 13.70, 270.2
468041634, 15, 29.8131011, -95.7833699, 517, 14.57, 262.5
468241634, 15, 29.8130980, -95.7834011, 519, 15.66, 263.1
468442009, 15, 29.8130941, -95.7834340, 523, 16.41, 260.6
468642759, 15, 29.8130879, -95.7834678, 532, 16.59, 255.7
468863759, 15, 29.8130779, -95.7835001, 538, 16.45, 246.1
469034178, 14, 29.8130641, -95.7835293, 544, 16.45, 246.1
469235064, 14, 29.8130447, -95.7835543, 550, 15.60, 237.3
469435759, 14, 29.8130212, -95.7835727, 551, 16.62, 220.7
469636634, 14, 29.8129974, -95.7835838, 548, 13.68, 196.8
469857384, 14, 29.8129730, -95.7835882, 542, 13.68, 196.8
470037939, 14, 29.8129488, -95.7835883, 533, 13.01, 177.3
470238759, 15, 29.8129260, -95.7835833, 521, 12.81, 162.8
470439509, 15, 29.8129045, -95.7835725, 507, 13.01, 151.2
470639884, 15, 29.8128857, -95.7835565, 489, 12.70, 137.5
470860884, 15, 29.8128727, -95.7835363, 473, 11.81, 116.1
471031370, 15, 29.8128677, -95.7835109, 461, 11.81, 116.1
471232259, 15, 29.8128705, -95.7834816, 455, 13.71, 92.9
471433010, 15, 29.8128786, -95.7834520, 455, 14.82, 76.4
471633759, 15, 29.8128882, -95.7834224, 453, 15.23, 70.0
471854419, 15, 29.8128980, -95.7833931, 451, 15.22, 69.5
472024889, 14, 29.8128980, -95.7833931, 451, 14.99, 70.0
472034978, 14, 29.8129079, -95.7833643, 447, 14.82, 69.7
472225300, 14, 29.8129176, -95.7833350, 442, 14.82, 69.7
472436091, 14, 29.8129268, -95.7833046, 438, 15.75, 72.1
472626509, 13, 29.8129268, -95.7833046, 438, 15.75, 72.1
472636634, 13, 29.8129358, -95.7832732, 436, 16.06, 72.8
472827292, 14, 29.8129358, -95.7832732, 436, 16.06, 72.8
472857409, 14, 29.8129447, -95.7832408, 435, 16.74, 73.5
473038058, 14, 29.8129539, -95.7832068, 435, 17.40, 72.5
473228800, 14, 29.8129633, -95.7831720, 435, 17.40, 72.5
473429634, 14, 29.8129726, -95.7831372, 434, 17.54, 72.2
473630259, 14, 29.8129816, -95.7831024, 433, 17.46, 73.4
473851012, 14, 29.8129918, -95.7830669, 434, 17.88, 72.7
474031759, 14, 29.8130031, -95.7830319, 441, 18.31, 70.8
474232172, 14, 29.8130142, -95.7829997, 457, 15.62, 67.5
474433010, 14, 29.8130252, -95.7829765, 486, 10.46, 52.4
474623679, 14, 29.8130342, -95.7829662, 515, 10.46, 52.4
474814395, 13, 29.8130342, -95.7829662, 515, 4.60, 11.5
474844759, 13, 29.8130413, -95.7829631, 542, 4.10, 18.9
475025083, 14, 29.8130489, -95.7829628, 567, 4.10, 18.9
475225636, 14, 29.8130560, -95.7829661, 591, 4.22, 3.9
475425759, 14, 29.8130594, -95.7829683, 603, 2.61, 325.7
475625696, 14, 29.8130647, -95.7829718, 612, 2.61, 325.7
475846426, 14, 29.8130703, -95.7829759, 619, 3.97, 333.3
476027261, 14, 29.8130740, -95.7829808, 624, 3.60, 328.0
476217634, 12, 29.8130740, -95.7829808, 624, 2.61, 319.9
476227531, 12, 29.8130746, -95.7829865, 626, 3.26, 288.2
476427759, 12, 29.8130748, -95.7829936, 623, 3.66, 285.3
476627885, 13, 29.8130759, -95.7829995, 614, 2.58, 291.6
476848634, 13, 29.8130775, -95.7830025, 600, 2.58, 291.6
477019259, 12, 29.8130775, -95.7830025, 600, 2.08, 329.6
477029259, 12, 29.8130804, -95.7830021, 583, 2.14, 42.8
477230135, 12, 29.8130838, -95.7829955, 567, 5.42, 64.1
477420759, 14, 29.8130877, -95.7829825, 554, 5.42, 64.1
477631314, 14, 29.8130931, -95.7829642, 545, 10.83, 69.4
477852195, 14, 29.8131000, -95.7829400, 538, 13.93, 70.9
478022885, 14, 29.8131089, -95.7829106, 535, 13.93, 70.9
478223569, 14, 29.8131191, -95.7828776, 535, 16.33, 69.9
478424424, 14, 29.8131295, -95.7828426, 536, 17.79, 70.2
478624699, 14, 29.8131401, -95.7828056, 536, 18.52, 70.8
478845010, 14, 29.8131503, -95.7827676, 538, 19.25, 71.6
479025683, 14, 29.8131605, -95.7827287, 540, 20.00, 72.7
479226427, 15, 29.8131709, -95.7826888, 544, 20.52, 73.4
479427135, 15, 29.8131808, -95.7826481, 548, 20.79, 74.6
479627634, 15, 29.8131903, -95.7826066, 556, 21.06, 75.8
479848759, 15, 29.8131991, -95.7825637, 567, 21.81, 77.3
480018884, 15, 29.8132073, -95.7825188, 583, 21.81, 77.3
480229509, 15, 29.8132154, -95.7824724, 604, 23.20, 79.1
480429759, 15, 29.8132227, -95.7824259, 625, 22.60, 79.5
480620134, 15, 29.8132296, -95.7823812, 644, 22.60, 79.5
480820182, 14, 29.8132296, -95.7823812, 644, 21.46, 79.9
480850259, 14, 29.8132359, -95.7823381, 655, 20.70, 80.3
481020884, 14, 29.8132420, -95.7822967, 662, 20.70, 80.3
481221635, 15, 29.8132493, -95.7822584, 667, 19.97, 80.0
481422384, 15, 29.8132574, -95.7822232, 666, 17.02, 74.6
481612945, 14, 29.8132574, -95.7822232, 666, 17.02, 74.6
481623134, 14, 29.8132654, -95.7821899, 662, 16.52, 75.0
481813634, 15, 29.8132654, -95.7821899, 662, 16.52, 75.0
481843759, 15, 29.8132732, -95.7821571, 654, 16.52, 74.7
482024634, 15, 29.8132805, -95.7821235, 638, 16.18, 75.6
482215259, 14, 29.8132805, -95.7821235, 638, 16.18, 75.6
482225259, 14, 29.8132872, -95.7820917, 618, 15.34, 76.5
482415714, 15, 29.8132917, -95.7820634, 596, 15.34, 76.5
482616644, 15, 29.8132952, -95.7820383, 573, 11.88, 79.2
482817421, 14, 29.8132952, -95.7820383, 573, 11.88, 79.2
482837466, 14, 29.8132987, -95.7820155, 551, 11.88, 79.2
483018010, 14, 29.8133000, -95.7819929, 528, 11.18, 89.9
483218634, 14, 29.8133009, -95.7819673, 499, 12.99, 85.5
483419385, 14, 29.8133035, -95.7819382, 470, 15.17, 82.7
483620062, 14, 29.8133080, -95.7819047, 448, 17.77, 80.1
483840907, 14, 29.8133142, -95.7818662, 433, 20.32, 78.8
484011303, 14, 29.8133218, -95.7818238, 426, 20.32, 78.8
484212260, 14, 29.8133292, -95.7817776, 423, 21.96, 78.2
484412760, 15, 29.8133358, -95.7817308, 420, 23.26, 80.6
484613189, 15, 29.8133419, -95.7816848, 416, 22.58, 81.3
484834134, 15, 29.8133474, -95.7816396, 411, 22.29, 82.0
485014259, 15, 29.8133520, -95.7815951, 406, 21.90, 82.7
485214259, 15, 29.8133555, -95.7815503, 401, 21.95, 85.8
485414676, 15, 29.8133580, -95.7815043, 398, 21.95, 85.8
485615225, 15, 29.8133596, -95.7814578, 398, 22.74, 87.3
485836345, 15, 29.8133609, -95.7814113, 398, 22.83, 88.9
486016884, 15, 29.8133620, -95.7813658, 396, 21.76, 89.3
486207509, 14, 29.8133620, -95.7813658, 396, 21.76, 89.3
486217394, 14, 29.8133624, -95.7813214, 393, 21.52, 89.7
486418154, 14, 29.8133629, -95.7812776, 390, 21.03, 89.1
486609134, 14, 29.8133644, -95.7812346, 385, 21.03, 89.1
486809897, 15, 29.8133644, -95.7812346, 385, 20.74, 86.7
486839809, 15, 29.8133682, -95.7811916, 381, 20.82, 83.2
487010134, 14, 29.8133732, -95.7811496, 378, 20.27, 81.7
487210884, 14, 29.8133793, -95.7811089, 374, 19.76, 78.8
487411509, 14, 29.8133874, -95.7810692, 372, 19.76, 74.9
487612509, 15, 29.8133988, -95.7810304, 370, 19.42, 69.3
487833135, 15, 29.8134136, -95.7809953, 369, 18.28, 61.1
488013759, 15, 29.8134313, -95.7809657, 370, 16.49, 52.7
488214510, 15, 29.8134508, -95.7809417, 371, 15.15, 43.1
488405098, 14, 29.8134508, -95.7809417, 371, 15.15, 43.1
488415259, 14, 29.8134716, -95.7809241, 373, 13.75, 31.2
488615893, 14, 29.8134928, -95.7809127, 376, 12.34, 20.9
488836635, 14, 29.8135134, -95.7809069, 380, 11.49, 9.3
489007634, 15, 29.8135329, -95.7809058, 384, 11.49, 9.3
489208014, 15, 29.8135490, -95.7809085, 387, 10.00, 358.7
489408573, 15, 29.8135609, -95.7809157, 389, 7.19, 332.8
489609384, 15, 29.8135691, -95.7809282, 393, 8.02, 297.0
489830236, 15, 29.8135733, -95.7809459, 399, 8.02, 297.0
490001012, 14, 29.8135733, -95.7809459, 399, 9.89, 275.4
490010955, 14, 29.8135717, -95.7809709, 417, 14.05, 260.3
490211635, 14, 29.8135684, -95.7809989, 434, 13.27, 263.7
490402177, 14, 29.8135657, -95.7810258, 446, 13.27, 263.7
490603010, 14, 29.8135623, -95.7810512, 453, 13.02, 262.6
490833884, 14, 29.8135581, -95.7810755, 455, 11.97, 258.2
491004386, 14, 29.8135537, -95.7810994, 456, 11.97, 258.2
491204804, 14, 29.8135488, -95.7811216, 452, 11.47, 259.1
491405884, 14, 29.8135423, -95.7811381, 439, 7.52, 239.2
491596273, 15, 29.8135423, -95.7811381, 439, 7.52, 239.2
491606291, 15, 29.8135374, -95.7811446, 423, 1.63, 191.9
491797012, 14, 29.8135374, -95.7811446, 423, 1.63, 191.9
491827135, 14, 29.8135369, -95.7811386, 399, 5.45, 76.3
492007759, 14, 29.8135397, -95.7811226, 382, 10.03, 79.0
492198592, 15, 29.8135397, -95.7811226, 382, 10.03, 79.0
492208759, 15, 29.8135466, -95.7811010, 369, 11.94, 65.0
492409510, 15, 29.8135557, -95.7810773, 358, 12.76, 68.0
492600136, 15, 29.8135643, -95.7810522, 347, 12.76, 68.0
492831134, 15, 29.8135720, -95.7810275, 338, 11.99, 71.8
492991761, 15, 29.8135771, -95.7810027, 332, 11.99, 71.8
493202167, 15, 29.8135765, -95.7809785, 335, 11.09, 96.3
493392510, 13, 29.8135765, -95.7809785, 335, 11.09, 96.3
493402509, 13, 29.8135677, -95.7809586, 339, 10.23, 128.9
493602634, 13, 29.8135549, -95.7809442, 344, 9.44, 139.6
493793134, 14, 29.8135549, -95.7809442, 344, 9.44, 139.6
493823259, 14, 29.8135402, -95.7809351, 348, 8.91, 162.5
493993720, 15, 29.8135402, -95.7809351, 348, 8.91, 162.5
494003884, 15, 29.8135242, -95.7809322, 348, 9.41, 179.8
494194599, 14, 29.8135075, -95.7809357, 346, 9.41, 179.8
494395358, 14, 29.8134915, -95.7809460, 345, 9.58, 199.7
494596084, 14, 29.8134776, -95.7809639, 342, 10.81, 217.0
494817134, 14, 29.8134666, -95.7809889, 343, 12.65, 237.4
494997201, 14, 29.8134580, -95.7810181, 343, 14.42, 246.7
495197430, 15, 29.8134505, -95.7810483, 345, 15.33, 253.6
495397549, 14, 29.8134440, -95.7810786, 347, 15.00, 254.6
495597908, 14, 29.8134373, -95.7811095, 349, 15.55, 255.6
495819010, 14, 29.8134307, -95.7811409, 353, 15.55, 255.6
495999259, 14, 29.8134234, -95.7811722, 359, 15.70, 253.2
496199790, 14, 29.8134156, -95.7812034, 367, 15.66, 253.6
496400759, 14, 29.8134091, -95.7812360, 377, 16.48, 258.6
496591384, 15, 29.8134091, -95.7812360, 377, 16.48, 258.6
496601384, 15, 29.8134015, -95.7812704, 392, 17.64, 253.5
496791939, 14, 29.8134015, -95.7812704, 392, 17.64, 253.5
496822010, 14, 29.8133956, -95.7813058, 413, 17.06, 263.4
496992635, 14, 29.8133937, -95.7813412, 432, 17.06, 263.4
497193137, 13, 29.8133905, -95.7813751, 445, 17.25, 269.0
497393936, 13, 29.8133858, -95.7814072, 452, 15.28, 261.1
497584759, 14, 29.8133858, -95.7814072, 452, 15.28, 261.1
497594759, 14, 29.8133813, -95.7814385, 456, 15.39, 260.4
497815509, 14, 29.8133761, -95.7814687, 454, 14.61, 258.2
497995885, 14, 29.8133711, -95.7814965, 449, 13.08, 258.9
498186135, 14, 29.8133670, -95.7815239, 440, 13.08, 258.9
498396259, 14, 29.8133661, -95.7815530, 426, 14.65, 273.2
498596271, 14, 29.8133697, -95.7815855, 415, 16.64, 279.0
498816768, 14, 29.8133743, -95.7816205, 412, 16.79, 277.0
498987634, 14, 29.8133769, -95.7816578, 411, 16.79, 277.0
499188259, 14, 29.8133772, -95.7816987, 411, 19.10, 271.7
499388296, 14, 29.8133752, -95.7817434, 417, 20.23, 268.0
499588328, 13, 29.8133700, -95.7817948, 428, 22.90, 265.3
499808945, 13, 29.8133634, -95.7818499, 442, 26.76, 261.4
499989509, 13, 29.8133567, -95.7819029, 451, 26.90, 262.1
500189759, 13, 29.8133504, -95.7819520, 456, 23.15, 260.9
500389884, 13, 29.8133442, -95.7819985, 455, 22.18, 260.5
500590134, 13, 29.8133384, -95.7820441, 454, 21.96, 260.3
500810384, 13, 29.8133314, -95.7820873, 450, 20.35, 256.4
500980547, 14, 29.8133314, -95.7820873, 450, 20.35, 256.4
500990522, 14, 29.8133220, -95.7821284, 440, 20.88, 253.8
501180637, 13, 29.8133220, -95.7821284, 440, 20.88, 253.8
501190759, 13, 29.8133116, -95.7821683, 421, 19.60, 253.4
501380886, 14, 29.8133116, -95.7821683, 421, 19.60, 253.4
501390884, 14, 29.8133036, -95.7822048, 394, 17.48, 258.1
501581631, 13, 29.8133036, -95.7822048, 394, 17.48, 258.1
501591635, 13, 29.8132985, -95.7822376, 361, 15.15, 260.9
501812760, 13, 29.8132931, -95.7822711, 337, 16.88, 257.5
501982805, 13, 29.8132849, -95.7823091, 326, 16.88, 257.5
502183134, 15, 29.8132780, -95.7823512, 322, 19.85, 254.2
502383259, 15, 29.8132733, -95.7823952, 320, 21.47, 262.2
502584136, 15, 29.8132697, -95.7824400, 323, 21.40, 263.1
502784832, 14, 29.8132697, -95.7824400, 323, 21.99, 265.9
502805135, 14, 29.8132666, -95.7824847, 327, 21.99, 265.9
502985636, 14, 29.8132641, -95.7825287, 330, 21.30, 267.2
503186384, 14, 29.8132604, -95.7825715, 332, 20.41, 262.7
503377228, 15, 29.8132543, -95.7826123, 335, 20.41, 262.7
503587635, 15, 29.8132452, -95.7826504, 337, 18.75, 251.1
503807673, 15, 29.8132310, -95.7826841, 338, 17.37, 239.4
503988010, 15, 29.8132136, -95.7827106, 336, 14.95, 228.0
504188010, 15, 29.8131931, -95.7827287, 334, 13.91, 207.5
504388760, 15, 29.8131714, -95.7827377, 330, 11.79, 190.6
504579384, 15, 29.8131497, -95.7827378, 326, 11.79, 190.6
504810521, 15, 29.8131309, -95.7827286, 323, 11.24, 142.1
504981262, 15, 29.8131169, -95.7827129, 325, 11.24, 142.1
505182010, 15, 29.8131087, -95.7826918, 324, 11.73, 102.1
505383010, 15, 29.8131071, -95.7826670, 326, 12.60, 86.5
505584010, 15, 29.8131101, -95.7826406, 329, 13.23, 77.8
505804010, 15, 29.8131156, -95.7826141, 331, 13.23, 77.8
505984135, 15, 29.8131220, -95.7825883, 332, 13.28, 72.9
506184634, 15, 29.8131285, -95.7825619, 330, 13.34, 72.7
506385509, 15, 29.8131361, -95.7825352, 328, 13.94, 70.3
506586259, 15, 29.8131446, -95.7825081, 327, 14.07, 69.6
506807036, 15, 29.8131529, -95.7824810, 329, 13.92, 70.4
506978032, 15, 29.8131605, -95.7824537, 331, 13.87, 71.7
507178398, 15, 29.8131677, -95.7824266, 332, 13.68, 72.5
507379135, 15, 29.8131741, -95.7824009, 333, 12.56, 74.7
507579917, 15, 29.8131802, -95.7823760, 335, 12.53, 73.4
507800635, 15, 29.8131863, -95.7823519, 339, 12.10, 74.4
507981153, 15, 29.8131918, -95.7823281, 343, 11.90, 75.3
508181267, 15, 29.8131970, -95.7823047, 345, 11.62, 76.6
508381384, 15, 29.8132016, -95.7822817, 347, 11.24, 77.1
508571931, 15, 29.8132061, -95.7822590, 349, 11.24, 77.1
508802557, 15, 29.8132105, -95.7822363, 350, 11.09, 78.0
508972932, 15, 29.8132144, -95.7822141, 350, 11.09, 78.0
509173134, 15, 29.8132183, -95.7821925, 350, 10.93, 78.4
509373178, 15, 29.8132218, -95.7821712, 349, 10.54, 79.9
509573690, 15, 29.8132246, -95.7821503, 346, 10.38, 79.1
509794759, 15, 29.8132270, -95.7821313, 343, 9.87, 83.0
509974925, 15, 29.8132289, -95.7821136, 339, 8.42, 85.1
510175885, 15, 29.8132303, -95.7820975, 337, 7.68, 84.8
510376340, 15, 29.8132326, -95.7820832, 333, 6.68, 79.6
510576759, 15, 29.8132360, -95.7820709, 329, 5.94, 74.4
510796884, 15, 29.8132402, -95.7820614, 325, 4.83, 67.8
510977009, 15, 29.8132449, -95.7820546, 321, 3.84, 55.7
511167259, 15, 29.8132493, -95.7820494, 320, 3.84, 55.7
511378011, 15, 29.8132531, -95.7820444, 320, 3.08, 52.1
511568593, 15, 29.8132569, -95.7820402, 320, 3.08, 52.1
511789487, 15, 29.8132607, -95.7820367, 322, 2.92, 48.7
511970071, 15, 29.8132639, -95.7820339, 326, 2.53, 46.6
512170890, 15, 29.8132660, -95.7820321, 331, 1.04, 45.5
512371759, 15, 29.8132664, -95.7820310, 334, 0.47, 45.5
512572634, 15, 29.8132669, -95.7820301, 337, 0.61, 45.5
512793134, 15, 29.8132674, -95.7820292, 338, 0.35, 45.5
512974010, 15, 29.8132670, -95.7820287, 337, 0.63, 45.5
513173554, 15, 29.8132654, -95.7820289, 334, 1.33, 150.1
513373760, 15, 29.8132629, -95.7820301, 331, 1.57, 181.2
513574384, 15, 29.8132599, -95.7820317, 328, 1.98, 192.9
513785098, 15, 29.8132569, -95.7820332, 327, 1.98, 192.9
513965636, 15, 29.8132540, -95.7820343, 326, 1.80, 193.1
514166692, 15, 29.8132508, -95.7820358, 326, 1.55, 197.6
514367344, 15, 29.8132474, -95.7820375, 327, 2.13, 197.4
514568087, 15, 29.8132441, -95.7820391, 327, 1.99, 196.4
514788884, 15, 29.8132410, -95.7820403, 325, 1.73, 191.9
514969010, 15, 29.8132380, -95.7820411, 325, 1.91, 184.8
515169010, 15, 29.8132360, -95.7820415, 323, 0.73, 186.0
515369027, 15, 29.8132353, -95.7820420, 320, 0.49, 186.0
515569885, 15, 29.8132343, -95.7820424, 316, 0.84, 187.1
515790759, 15, 29.8132335, -95.7820429, 313, 0.49, 187.1
515960816, 15, 29.8132337, -95.7820433, 309, 0.49, 187.1
516151134, 14, 29.8132341, -95.7820434, 308, 0.12, 187.1
